,Sentence,Sentiment
7102,"IGL shares  fall  0.76 per cent in Monday's trading sessionGetty ImagesNifty moved in a tight range of 82 points, and ended slightly below the psychologically crucial level of 15,700. Shares of Indraprastha Gas Ltd. fell 0.76 per cent to Rs 353.55 in Monday's trade as of 11:37AM (IST) even as the benchmark Nifty ruled at 16489.95, down 94.35 points. 

 The scrip had closed at Rs 356.25 in the previous session. The stock quoted a 52-week low of Rs 322.1 and a high of Rs 604.0. The company quoted a market-cap of Rs 24829.03 crore on the BSE. 

 On BSE, 11,784 shares have changed hands on the counter so far. At its prevailing price, the stock traded at 16.53 times its trailing 12-month EPS of Rs 21.46 per share and 3.44 times its book value. The return on equity (ROE) stood at Rs 19.8. 
ETMarkets Smart Talk: Indiaâ€™s investable landscape wider than other EMs despite premium valuations: Piyush Sharma

 Key Financials 
 For the quarter ended 31-Mar-2022, Indraprastha Gas Ltd. reported consolidated sales of Rs 2480.31 crore, up 42.69 per cent from the same quarter a year ago. The company reported 14.88 per cent YoY growth in net profit at Rs 430.93 crore for the latest quarter. 


 Technical indicators
 The relative strength index (RSI) of the stock stood at Monday. The RSI oscillates between zero and 100. Traditionally, it is considered overbought condition when the RSI value is above 70 and oversold when it is below 30. 

 Analysts say the RSI indicator should not be seen in isolation, as it may not be sufficient to take a trading call, just the way a fundamental analyst cannot give a ""buy"" or ""sell"" recommendation using a single valuation ratiThe Relative Strength Index of the stock stood at 41.18 on Monday.",negative
7103,IGL surges on reports SC declines PNGRB permit to hold enquiry,positive
7104,IGL won't reap immediate benefits from shift to cleaner fuel: Deven Choksey,neutral
7105,"IGL zooms 12%, GAIL hits 52-week high even as oil ministry cuts CNG price by 30%",positive
7106,IGate net up 54% to $17.9 Million,positive
7107,IHCL Q3 FY 10 profit dips over 22 pc at Rs 64.88 crore,negative
7108,"IHCL Q4 Results: Firm posts revenue of Rs 872 crore, clocks profit of Rs 72 criStockIHCL has also raised Rs 4000 crore, Rs 2000 crore by way of the rights issue and an additional Rs 2000 crore through QIP.Tata Group-backed Indian Hotels Company has reported a profitable quarter four and a substantial decline in yearly losses while announcing results for Q4 and financial year 2021-22. 

The chain reported revenue from operations of Rs 872 crore in Q4 compared to Rs 615 crore in the corresponding period of the previous fiscal. 

It has reported a profit of Rs 72 crore compared to a loss of Rs 98 crore in quarter four of the fiscal year 2020-21. On an annual basis, it reported revenues of Rs 3056 crore in fiscal 2021-22, up from Rs 1575 crore in fiscal 2020-2021. 

Its annual losses narrowed down to Rs 265 crore from Rs 796 crore in fiscal 2020-21. The chain said it has recorded the highest number of new hotel signings in India for the second consecutive year, totalling 19 new hotels. 

IHCL has also raised Rs 4000 crore, Rs 2000 crore by way of the rights issue and an additional Rs 2000 crore through QIP. Roots Corporation, which operates the Ginger brand, is now IHCLâ€™s wholly-owned subsidiary. 

During the last quarter, IHCL signed five new hotels including two SeleQtions hotels in Manali and Udaipur, two Vivanta hotels in Nashik and Thane, and a Ginger hotel in Agra. It opened five new hotels in quarter four of the financial year 2021-22 across brands including Taj Exotica Resort & Spa, The Palm, Dubai; Raajkutir, Kolkata â€“ IHCL SeleQtions; Vivanta Turbhe; Ginger Greater Noida and Ginger Kochi.

 The chain said its homestays portfolio under the brand amÃ£ Stays & Trails grew to over 80 bungalows across the country. Qmin, IHCLâ€™s culinary and food delivery platform, expanded to over 20 locations with 15 outlets and 'multiple' food trucks. 

For the year ending March 31 2022, the chain's board of directors have recommended an equity dividend of 40% amounting to Rs 0.40 per share.

 Puneet Chhatwal, MD and CEO of IHCL, said: â€œIHCL reported a 192% increase in EBITDA in the fourth quarter as compared to the same quarter last year. Despite the third waveâ€™s impact in January 2022, the company posted its highest-ever EBITDA margin of 25.3%.â€

 He further said that the business outlook is positive with April and May trending ahead of 2019. ""Our industry-leading pipeline along with scaling up of high margin new business like Ginger, amÃ£ Stays & Trails and Qmin will provide further impetus,"" he added.

 Giridhar Sanjeevi, executive vice president and CFO of IHCL said the year has seen significant progress on the shape of the P&L and balance sheet. ""The successful raising of Rs 4000 crore demonstrates continued investor confidence in IHCL. 

Overall, top-line recovery, focus on asset-light growth through management contracts and other revenue initiatives, together with the tight cost controls have enabled us to achieve industry-leading margins,"" he added.On an annual basis, it reported revenues of Rs 3056 crore in fiscal 2021-22, up from Rs 1575 crore in fiscal 2020-2021.",positive
7109,IHCL: More room to grow as occupancy shows signs of improvement,positive
7110,IIFCL FY11 net rises by 61 pc to Rs 262.28 cr,positive
7111,IIFCL launches infrastructure bonds,neutral
7112,"IIFCL net profit up 47 per cent at Rs 1,000 crore in 2012-13",positive
7113,"IIFCL plans to raise Rs 1,200 cr from tax-free bonds",neutral
7114,"IIFCL to raise up to Rs 1,200 cr from infra bond issue",neutral
7115,"IIFCL too boards infra bond wagon, to raise Rs 1,200 cr",neutral
7116,IIFL Commodities behind NSEL defamation notice?,neutral
7117,"IIFL Holdings surges on open offer, hits 52-week high",positive
7118,IIFL Inc buys Shriram City Union Fin shares worth Rs 100 cr,positive
7119,"IIFL executives Bharat Parajia, H Nemkumar sell shares, fuels exit buzz",negative
7120,IIFL recommends Apollo Tyres with a `Buy and a target price of Rs 94,positive
7121,IIHFL to raise Rs 200 crore through non-convertible debentures,neutral
7122,IIL Q3 net rises 45% to Rs 6.76 crore,positive
7123,"IIP data below market expectations: Vikas Khemani, Edelweiss Securities Ltd",negative
7124,IISL to rebrand its indices; CNX Nifty to be renamed Nifty 50,neutral
7125,IL&FS Engineering files papers for Rs 300-crore rights issue,neutral
7126,IL&FS Transportation Rs 524 crore rights issue to open on Monday,neutral
7127,"IL&FS Transportation is a good pick at current levels: Ambareesh Baliga, Market Expert",positive
7128,ILFS Engineering shares zoom 20% on Rs 675 crore road project order,positive
7129,"IMAX China files IPO in Honkg Kong, looks to capitalise on entertainment demand",neutral
7130,"IMF outlook boosts Sensex, Nifty reclaims 8750; top 20 trading ideas",positive
7131,"IMF says dollar 'strong'; euro, yen, pound at proper value",positive
7132,IMFA Q1 net drops 64% on lower demand for ferro alloys,negative
7133,IMFA Q3 net declines 27% to Rs 11 crore,negative
7134,IMFA's Q4 net up over 28 pc at Rs 24.48 cr,positive
7135,"ING Vysya Bank rallies 3%, hit 52-week high as shareholders approve merger",positive
7136,"ING Vysya Bank, Kotak Bank hit 52-week high on merger reports",positive
7137,ING Vysya Investment sees Sensex gains from H2 of 2012,positive
7138,ING Vysya net jumps 34% to Rs 170 cr on improved asset quality,positive
7139,INR appreciation is helping the OMCs: Gaurav Mehta,neutral
7140,"INTERNET BUSINESS NEWS - -_ 1995-2006 M2 COMMUNICATIONS LTD As part of a drive to protect users of its Internet banking service , Barclays Bank has announced that it is to recommend F-Secure Internet Security to its customers .",neutral
7141,"INTERNET BUSINESS NEWS - -® 1995-2006 M2 COMMUNICATIONS LTD As part of a drive to protect users of its Internet banking service , Barclays Bank has announced that it is to recommend F-Secure Internet Security to its customers .",neutral
7142,IOB Q3 net dips 73.81 pc to Rs 101.70 cr,negative
7143,IOB Q4 net profit declines at Rs 58.60 crore,negative
7144,"IOB drops on RBI action; steps not to impact earnings, says bank",negative
7145,IOB net profit down 73.81% to Rs 102 crore,negative
7146,"IOB rises over 17% as Q4 net sees 4-fold jump; Experts up bets, see 27% upside",positive
7147,IOB slumps over 15% as company posts losses for second successive quarter,negative
7148,IOC Chairman Butola may get extension,neutral
7149,"IOC investor roadshows in Singapore, Hong Kong this week",neutral
7150,IOC plans to hive-off E&P business; stock up,positive
7151,IOC reports Rs 961-crore net loss in December quarter,neutral
7152,IOC shares down 2.5% on sluggish December quarter earnings,negative
7153,"IOC up nearly 6% as EGoM okays share sale to ONGC, OIL",neutral
7154,"IOC, BPCL may still offer value for long term investors: Mayuresh Joshi of Angel Broking",positive
7155,"IOC, BPCL, HPCL slipped on Moody's view",negative
7156,"IOC, HPCL and BPCL have an upside potential: IV Subramaniam",positive
7157,"IOC, HPCL, BPCL gain on hike in fuel price",positive
7158,"IOC, HPCL, BPCL rally on last week's petrol & diesel price hike",positive
7159,"IOC, HPCL, BPCL rally; medium-to-long term story intact for OMCs: Goldman",positive
7160,IOD Fellowship to ONGC chairman Sudhir Vasudeva,neutral
7161,IOL Chemicals & Pharmaceuticals plans JV with foreign suitor to push growth,positive
7162,IOT Infrastructure & Energy Services raises Rs 3000 crore from domestic investors,neutral
7163,IOT Infrastructure & Energy Services raises Rs 3000 crore from domestic investors,neutral
7164,IPCA Laboratories stock slumps 16 per cent,negative
7165,IPCA slips over 2% as July-September profit lags some estimates,negative
7166,IPFs of commodity bourses not to have FMC official as trustee,neutral
7167,"IPL media rights may soar up to 4x; these names to benefit the mostNew Delhi: Brokerage Elara Capital expects media rights for the Indian Premier League (IPL) to soar up to three to four times to Rs about 50,000-60,000 crore in the next cycle - which is 2023-2028. 

This would be an astounding growth for the world's biggest and cash-rich T20 league, whose broadcasting rights were sold for Rs 16,300 crore in the previous cycle (2018-2022).

The brokerage expects T20 leagues' annual media rights to hit Rs 10,000 crore-mark, which was Rs 3,220 crore in the last cycle and Rs 820 crore in the first cycle.

In the new season, IPL will host 94 matches, spanning over 10-11 weeks. All 10 teams will play a round-robin tournament, facing each other twice and four matches for playoffs.

The fifteenth edition of IPL concluded two weeks ago where debutants Gujarat Titan clinched the title after defeating Rajasthan Royals. The other debutant, Lucknow Supergiant, made their way to the playoffs.

According to Elara Capital, digital rights are likely to command the most premiums, close to 100 per cent over the current base price, whereas TV rights will command a 40 per cent premium.

The brokerage firm expects 6 per cent annualised growth in revenue for the TV rights owner and 35 per cent annualised sales growth for digital rights owners for IPL matches over the next five years.

""This in turn should massively bolster India's sports media rights market. IPLâ€™s share may grow to 74 per cent from 54 per cent currently, reviving its importance,"" the brokerage said.

IPL rights renewal should yield the biggest delta for SunTV â€“ the owner of Sunrisers Hyderabad (SRH) â€“ as SRHâ€™s valuation may spike the most, even as the contribution to the future market cap may look skewed, the report said.

Mumbai Indians (MI) and Royal Challengers Bangalore (RCB) may contribute 0.7 per cent and 15.5 per cent to their owners Reliance Industries (RIL) and United Spirits (USL) market caps, respectively. However, Chennai Super Kings (CSK) is likely to emerge as the biggest beneficiary. 

Karan Taurani, Sr Vice President, Elara Capital said CSK is one of the most successful teams in IPL with strong revenue growth and healthy EBIT margins. ""They have a robust fan following and brand value, attracting merchandise sales.""

Though, he warned about the potential decline in sponsorship and endorsement revenue, when MS Dhoni hangs his boots. ""This is the only near term challenge for the franchise, else other pointers are not a hurdle for them,"" said Taurani.

Chennai Super Kings is a multibagger counter, actively traded in the unlisted space. The scrip, after demerging from India Cements in November 2018, zoomed to Rs 240 during the latest season from merely Rs 12-15 in less than four years.

Commenting on CSK, Dinesh Gupta, co-founder, UnlistedZone said the stock has corrected to the Rs 180-level for now but the sale of media and broadcasting rights would be a major trigger for the South India-based franchise.

""Given valuations of two new franchises and CSK's sound track record with solid profit growth, it won't be a surprise it becomes India's first-ever sports unicorn,"" he added.

According to Elara's Karan Taurani, IPL can be a blessing in disguise for another company - Paytm, only if it has the exclusive rights to sell tickets for the next editions of the T20 league.

""Paytm will be able to leverage upon the increased number of users to other sectors as well from paying bills to other transactions,"" he added. ""If there is exclusivity in the ticket selling, Paytm will be able to acquire more customers.""



(Disclaimer: Recommendations, suggestions, views and opinions given by the experts are their own. These do not represent the views of Economic Times)
IPL rights renewal should yield the biggest delta for SunTV â€“ the owner of Sunrisers Hyderabad (SRH) â€“ as SRHâ€™s valuation may spike the most, even as the contribution to the future market cap may look skewed, the report said.",positive
7168,IPL troubles hit India Cements core business valuation,negative
7169,"IPO after tax row is settled, says Vodafone",neutral
7170,IPO for startups: Will SEBI get this right?,neutral
7171,"IPO market lacklustre; no exciting issues lined up: Pramod Gubbi, Ambit Capital",neutral
7172,"IPO of four companies to hit stock markets this month; estimated Rs 1,800 crores to be raised",neutral
7173,IPO watch: Invest in Power Mech IPO with caution,negative
7174,"IPOs fail to live up to their price; power, realty fare badly and FMCG the best",negative
7175,"IPOs of Shree Pushkar Chemicals, ACB (India) get Sebi's nod",positive
7176,IPOs seen making way for mega PSU offers,neutral
7177,IRB Infra Q2 net profit down 12% at Rs 107 crore,negative
7178,"IRB Infra and IL&FS Transnet two preferred picks in the infrastructure: Gaurang Shah, Geojit BNP Paribas Financial Services",positive
7179,"IRB Infra could one of the outperforming stocks in infra space: Gaurang Shah, Geojit BNP Paribas Financial Services",positive
7180,IRB Infras subsidiary ties-up for Rs 831 cr debt;stk up,positive
7181,IRB Infrastructure Q3 net profit down 24 pc at Rs 109 crore,negative
7182,IRB Infrastructure Q4 net down 28% to Rs 109 crore,negative
7183,IRB Infrastructure rallies 4% despite reporting 24% decline in Q3 net profit,positive
7184,IRB better bet than ARSS in infra pack: Technical Trends,positive
7185,"IREDA seeks Sebi's nod to raise upto Rs 1,000 cr via bonds",positive
7186,"IRF daily turnover swells nearly three times to Rs 2,562 crore on NSE",positive
7187,"IRFC likely to launch tax-free bonds worth Rs 4,532 crore on December 8",neutral
7188,"IRFC may raise Rs 6,300 crore via rupee-denominate bonds abroad",neutral
7189,IRFC raises $500 million via offshore bonds,positive
7190,IRFC tax-free bond issue subscribed 0.55 times within an hour,neutral
7191,"IRFC to raise Rs 10,000 crore through issue of tax-free bonds",neutral
7192,"ISMS does not disclose its financial results , the daily said .",neutral
7193,IT and pharma sectors broadly currency play: Mitesh Thacker,neutral
7194,IT companies may not enjoy the rupee edge for long,negative
7195,IT companies to benefit on weak rupee: Dipan Mehta,positive
7196,"IT companies will continue to deliver, says Dipan Mehta",positive
7197,IT major TCS outshines again; beats expectations with 4.1% Q1 sales growth,positive
7198,IT major Wipro slips as Q1 growth lags industry average,negative
7199,IT sector continues to be enduring story of India: Jagdish Malkani,neutral
7200,"IT services firm TietoEnator was bucking the general trend , holding flat at 22.70 eur , after slipping back from earlier gains .",negative
7201,"IT stocks also crack, experts say markets may slip 15% from here",negative
7202,IT stocks drag Sensex lower; top ten stocks in focus,negative
7203,"IT stocks fall after UBS downgrades Infosys to 'sell'; Wipro, TCS down over 1%",negative
7204,IT stocks fall as much as 5% on strong rupee,positive
7205,IT stocks lead gain in weak market post Infosys results,positive
7206,IT stocks likely to hold Nifty at 7900-8000 levels: Ashwani Gujral,neutral
7207,IT stocks likely to take Nifty to 8000-8100 levels: Sandeep Wagle,neutral
7208,IT stocks performing well due to better quarterly results: P Phani Sekhar,positive
7209,IT stocks to benefit in the short term: Mitesh Thacker,positive
7210,IT stocks to underperform market; cyclicals look more attractive: Parag Thakkar,positive
7211,IT to find support around 9750-9800 on CNX IT: Ashwani Gujral,neutral
7212,"IT, FMCG, healthcare sector prove their mettle again",positive
7213,"IT, Pharma under pressure; Infosys, TCS, Sun Pharma take a hit",negative
7214,"IT, pharma no longer to remain leaders in market rally: Girish Pai",negative
7215,"ITC Q2 profit at Rs 2,425.16 crore",neutral
7216,ITC Q4 PAT rises 18% at Rs 2278 crore; stock ends in red,negative
7217,"ITC Q4 Preview: Cigarette, hotels, agri biz to drive up to 23% sales growthAnalysts at brokerage firm Sharekhan said cigarette business revenue is expected to increase by 12-13 per cent YoY with volume growth of 11 per cent. It expects the non-cigarette FMCG business to grow by 5 per cent due to lower volume growth.Hotels-to-FMCG conglomerate ITC is likely to report a relatively weak growth in net profit for the March quarter though revenue will likely grow at a strong pace thanks to its cigarette business.

ITC is scheduled to publish its March quarter numbers on Wednesday, May 18.

Analysts project the companyâ€™s net revenue to grow in the range of 11-23 per cent year-on-year (YoY). Though, sequentially, it is likely to be much lower. Net profit is estimated to grow 5-15 per cent YoY.

Analysts at brokerage firm Sharekhan said cigarette business revenue is expected to increase by 12-13 per cent YoY with volume growth of 11 per cent. It expects the non-cigarette FMCG business to grow by 5 per cent due to lower volume growth.

According to them, the hotel business is expected to continue to deliver strong growth due to higher mobility and pent-up demand while agri-business is expected to register strong double-digit growth led by higher exports.

Shares of the company have spiked recently as investors believe the war in Europe that has upended the food availability across the world, would ultimately benefit the company. Analystsâ€™ expectation affirms that. 

Though, â€œhigher input costs would lead to a 270 bps YoY decline in gross margin and a 137 bps YoY decline in operating margin. Sequentially, margins are expected to remain flat. PAT to grow by 4 per cent during the quarter,â€ Sharekhan said.

Axis Securities also expects cigarette volume to grow by 7-8 per cent YoY and the FMCG segment to grow at a modest 3 per cent on weak consumer sentiments. Meanwhile, it projects hotels (strong demand), papers and agri (geopolitical crisis) businesses to see strong growth.

The broker has outlined the highest growth estimates among brokerages. It sees PAT growth at 15 per cent driven by 23 per cent growth in sales. â€œExpect EBITDA margins would decline modestly despite gross margin contraction on account of operating leverage benefits (hotels, paper) and cost rationalization,â€ it further said.

At the end of the December quarter, ITC reported net profit growth of 13 per cent and sales growth of 31 per cent.

YES Securities, which projects Q4 sales growth at 14 per cent and profit growth at 5 per cent, said strong margin performance will continue for ITC, led by operational efficiency.

According to brokerages, key monitorables for Q4 are:
- Hotels & FMCG division outlook
- Cigarette demand and price trends, and
- Performance of Agri and Packaging divisions going ahead 


Analysts at brokerage firm Share khan said cigarette business revenue is expected to increase by 12-13 per cent YoY with volume growth of 11 per cent. It expects the non-cigarette FMCG business to grow by 5 per cent due to lower volume growth.",positive
7218,ITC edges lower as Nomura downgrades stock to 'neutral',negative
7219,"ITC falls as CS, CLSA cut target price to Rs 310 post Q4 earnings",negative
7220,"ITC looks interesting at current levels: Prashasta Seth, IIFL Wealth, India Infoline",neutral
7221,ITC's profitability at the net level was disappointing: Avinnash Gorakssakar,negative
7222,"ITC, Godrej Consumer, United Spirits & Jubilant Foods top bets in consumer sector for 2015: CLSA",positive
7223,"ITDC, KFHL present dividends worth Rs 18.84 crore",neutral
7224,"ITG 's share in the deal is estimated at some 500,000 euro $ 627,000 .",neutral
7225,"ITNL likely to improve revenue visibility on new road projects, diversified orders",positive
7226,ITV share price jumps on report of Comcast's NBCUniversal bidding to takeover ...,positive
7227,ITV share price: Group mulls takeover of Canada's Entertainment One,positive
7228,ITV to pursue takeover of Canada's Entertainment One: Bloomberg,positive
7229,IVRCL buy a profit venture for Essel Group,positive
7230,"IVRCL rallies 5% as CDR approves Rs 7,000-crore debt recast proposal",positive
7231,IVRCL rallies over 8% on assets sale plan to pare debt,positive
7232,"IVRCL: Debt pile, slow progress of projects weigh down the company",negative
7233,Icra downgrades bonds of United Bank of India,negative
7234,Icra hits record high as Moodys ups stake to 50%,positive
7235,Idea Cellular Q3 Net doubles to Rs 467.73 crore,positive
7236,"Idea Cellular plunges 8.4%, biggest single-day fall since October 2008",negative
7237,Idea Cellular slips nearly 2% after DoT slaps Rs 300 cr fine,negative
7238,Idea Cellular to be the top pick among the telecom stocks: Rajat Rajgarhia,positive
7239,Idea Cellulars consolidated net profit increases 7 per cent to Rs 809 crore in Q2,positive
7240,Idea Q2 net profit falls 18% to Rs 180 cr,negative
7241,"Idea Q4 net profit beats estimates, jumps 90 per cent",positive
7242,"Idea kicks off No-Deal Road Show for Rs 3,000-crore QIP",neutral
7243,"Ideal time to get into FMCG companies: Gurunath Mudlapur, Atherstone Capital Markets Ltd",positive
7244,"If Honkarakenne starts production there , it will need a partner for sawmill operations .",neutral
7245,"If global markets fall, 5300 on Nifty would be difficult: Deepak Mohoni, trendwatchindia.com",negative
7246,"If needed , she provides also further information on ferry connections and hotels .",neutral
7247,"If the employee leaves the company within the duration of the cover , the money invested to ensure commitment is returned to the company .",neutral
7248,Iffco plans to export fertilizers due to drop in domestic demand,positive
7249,"Iggesunds Bruk in Sweden is one of the most advanced , fully integrated pulp and paperboard mills in the world .",positive
7250,"Ignore grievances, face Sebi prosecution",neutral
7251,"Igor and Oleg Yankov , who currently manage Moron and Vitim , will hold onto the 25 % stake for now .",neutral
7252,IiAS names Hetal Dalal as COO,neutral
7253,IiAS recommends voting against Vijay Mallya reappointment,neutral
7254,IiAS tells Maruti's institutional holders to oppose Suzukis's proposed Gujarat plant,neutral
7255,Illegal money pooling activities: Sebi bars three companies from Street,neutral
7256,Illiquidity a concern for STC: Deepak Mohoni,negative
7257,Image data produced by the browser at the phone server is converted into a bitmapped image that is sent to the handset for display . '',neutral
7258,"Immediate resistance for Reliance is around 1018, 1048 levels: Mileen Vasudeo, Angel Broking",negative
7259,Immediate resistance for rupee is placed at 55.85: Bonanza,neutral
7260,Immediate support for rupee is placed at 55.10: Bonanza,negative
7261,"Immediate target for Nifty at 7,935-7,940: Mitesh Thacker",neutral
7262,"Immediate target for Nifty is 6230-6250: Sandeep Wagle, APTART",neutral
7263,Immediate target in M&M seen at Rs 730-745: Nirmal Bang,neutral
7264,"Immediate target is around 3400 in SBI: Prasad Kushe, Technical Analyst",neutral
7265,"Impact of delay in gas price hike: RIL, ONGC may fall in the short term",negative
7266,Imperial Tobacco Adds Quarterly Dividends After Profit Rose,positive
7267,Implementation of new securities lending and borrowing norms will be informed later: NSE,neutral
7268,Implementation of the project will be carried out by the Finnish company YIT in association with the investment fund Evli Property Investment Russia ( EPI ) .,neutral
7269,Import duty on wheat likely,negative
7270,Important support for EUR/USD lies at $1.3588/86,neutral
7271,Important support for EUR/USD lies at $1.3588/86,neutral
7272,Important that Bank Nifty captures 19150 levels again: Mitesh Thacker,neutral
7273,"Important to go beyond Nifty and Sensex: Arindam Ghosh, Blackridge Capital Advisors",neutral
7274,Imported Apple prices crash in domestic market due to huge imports,negative
7275,"Imports of chana, matar dal and toor dal ensure 15% correction in pulses prices",neutral
7276,Improved macros to save Rupee from Greece lightning,positive
7277,Improved macros to shield Rupee from Greek turmoil,positive
7278,"Improved margins, declining prices make cement stocks attractive: Motilal Oswal Securities",positive
7279,Improvement required in balance sheets of real estate cos: Birla Sun life,negative
7280,Improving US buyer confidence lifts crude oil,positive
7281,Improving macros add to bullish sentiment,positive
7282,In 2005 Cargotec 's net sales exceeded EUR 2.3 billion .,neutral
7283,In 2005 the bank posted a net profit of Lt 8.2 mn .,neutral
7284,"In 2006 , 452 million tonnes CO2 of EUA ( EU Allowance ; emissions credit in EU ) was traded with an underlying market value approx .",neutral
7285,"In 2006 , Kone received an order from Aker Yards to supply 43 customised elevators for the very first Genesis cruise ship which is scheduled to be completed in 2009 .",positive
7286,"In 2006 , TeliaSonera net sales were SEK 91 bn , EBITDA was SEK 32.266 bn , net income was SEK 19.28 bn .",neutral
7287,"In 2006 , the company intends to invest significantly in expanding its distribution and maintenance network .",positive
7288,"In 2006 the company 's net sales amounted to approximately EUR259m and it has some 8,000 employees .",neutral
7289,"In 2007 , Alma Media 's operating profit was about EUR 53mn .",neutral
7290,"In 2007 , Contempus generated revenue of NOK 69.3 ( approx .",neutral
7291,"In 2007 , Etteplan had turnover of EUR125 .2 m.",neutral
7292,"In 2007 , Huhtamaki will continue to invest in organic growth .",neutral
7293,"In 2007 , Marimekko has also opened concept stores in Yokohama and Nagoya , central Japan , in Silver Spring in metropolitan Washington DC , USA , in Graz , central Austria , and in Aalborg , northern Denmark .",positive
7294,"In 2007 , almost two thirds of Orion 's net sales came from these drugs .",neutral
7295,"In 2007 , the Group 's net sales stood at EUR 22 million and it had about 150 employees at the end of June , 2008 .",neutral
7296,"In 2007 , the Group 's net sales stood at EUR 42 million and it had about 1,445 employees .",neutral
7297,In 2007 Etteplan reported a turnover of EUR125 .2 m.,neutral
7298,"In 2007 Talentum will disclose three Interim Reports - Q1 ( January - March ) on Friday , 27 April , 2007 - Q2 ( April - June ) on Friday , 20 July , 2007 - Q3 ( July - September ) on Friday , 26 October , 2007 .",neutral
7299,"In 2008 , AVC Systemhaus had net sales of EUR 10 million USD 7.1 m .",neutral
7300,"In 2008 , Kemira recorded revenue of approximately EUR 2.8 billion and had a staff of 9,400 .",neutral
7301,"In 2008 , it generated net sales of EUR 9.3 million USD 13.1 m .",neutral
7302,"In 2008 , the deal is likely to bring savings of EUR 20mn-25mn .",positive
7303,"In 2008 , the steel industry accounted for 64 percent of the cargo volumes transported , whereas the energy industry accounted for 28 percent and other industries for 8 percent .",neutral
7304,In 2008 Stockmann earned 3.398 million lats in profit on 48.012 million lats in turnover .,neutral
7305,"In 2009 , Comptel slipped to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year .",negative
7306,"In 2009 , Comptel slipped to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year .",neutral
7307,"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year .",positive
7308,"In 2009 , KONE had annual net sales of EUR 4.7 billion and approximately 34,000 employees .",neutral
7309,"In 2009 , Lee & Man had a combined annual production capacity of close to 4.5 million tonnes of paper and 300,000 tonnes of pulp .",neutral
7310,"In 2009 , Stora Enso 's net loss was EUR 879.7 million compared to EUR 673.4 million in the previous year .",negative
7311,"In 2009 , Stora Enso 's net loss was EUR 879.7 million compared to EUR 673.4 million in the previous year .",neutral
7312,"In 2009 , it reported net sales of approximately EUR 6mn .",neutral
7313,"In 2010 , Sanoma Magazines expects net sales to be at the 2009 level .",neutral
7314,"In 2010 , the Marimekko Group s net sales were EUR 73,297 thousand ( EUR 72,473 thousand ) and operating profit was EUR 8,169 thousand ( EUR 6,291 thousand ) .",neutral
7315,"In April 2005 , Neste separated from its parent company , Finnish energy company Fortum , and became listed on the Helsinki Stock Exchange .",neutral
7316,"In April 2010 , Olvi 's range of ciders will expand with a strawberry-rhubarb and an apple-pear cider in green bottles with a new shape .",neutral
7317,"In April-June 2008 , Scanfil 's net sales totalled EUR 58.7 mn and operating profit EUR 6.6 mn .",neutral
7318,"In Asia earlier , Japan 's Nikkei index fell 0.62 percent and Hong Kong 's Hang Seng Index rose 0.56 percent .",neutral
7319,"In August , Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge , Lithuania .",neutral
7320,"In August-October 2010 , the company 's result before taxes totalled EUR 9.6 mn , up from EUR 0.5 mn in the corresponding period in 2009 .",positive
7321,"In China , Finnish Kone that provides elevators , escalators , and solutions for modernisation and maintenance will build 342 escalators that will be installed in a high-speed railway section between Beijing and Shanghai in a 1.5 years ' time .",positive
7322,"In December , Amer announced the dismissal of CEO Roger Talermo , who had headed the company since 2006 .",neutral
7323,"In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 .",positive
7324,"In Europe , the paper industry 's situation is paradoxical .",neutral
7325,"In February 2011 , new wording of Identity Documents Act that makes Mobile ID a state-approved electronic document as of February 1st 2011 entered into force .",neutral
7326,In February the Elcoteq group sold its St Petersburg facility ; according to unconfirmed information the reason could have been supply problems because of the Russian customs service .,negative
7327,"In Finland 's Hobby Hall 's sales decreased by 10 % , and international sales fell by 19 % .",negative
7328,"In Finland 's Hobby Hall 's sales decreased by 10 % , and international sales fell by 19 % .",neutral
7329,"In Finland , 71 % of paper and paperboard is reclaimed .",neutral
7330,"In Finland , Alma Media will focus on quality and developing chain operations .",neutral
7331,"In Finland , Hamina Cargo Terminal , of Finnish Nurminen Logistics , has purchased a warehouse with ground lease rights in the Port of Hamina .",neutral
7332,"In Finland , Martela offers a comprehensive service that can cover the entire process of change from initial inventory and design to removal and maintenance .",neutral
7333,"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages .",negative
7334,"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages .",neutral
7335,"In Finland , Sampo Bank , now part of the Danske Bank group , will lay off staff from the administrative and support functions .",negative
7336,"In Finland , Sampo Bank , now part of the Danske Bank group , will lay off staff from the administrative and support functions .",neutral
7337,"In Finland , export industry forms a large clientele for the packaging industry .",neutral
7338,"In Finland , insurance company Pohjola and the Finnish motorcyclist association have signed an agreement with the aim of improving motorcyclists ' traffic safety .",positive
